cell,regime,contention,seed,arm,agent,archetype,queue_order_completion,best_subset_completion,best_subset_count,mandatory_failures,allocated,charged,unused,min_bound,upper_bound
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,independent_bundle_maxmin,a4,doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 117, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 51}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 7, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,independent_bundle_maxmin,a5,doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 117, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 51}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 7, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 112, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 54}","{""COMPUTE"": 90, ""MEMORY"": 72, ""DATASET"": 0, ""API_CREDITS"": 53}","{""COMPUTE"": 22, ""MEMORY"": 12, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a1,doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 112, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 54}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 2, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a2,doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 112, ""MEMORY"": 84, ""DATASET"": 6, ""API_CREDITS"": 54}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 2, ""MEMORY"": 4, ""DATASET"": 6, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 266, ""MEMORY"": 203, ""API_CREDITS"": 126, ""DATASET"": 8}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a3,code_review+monitoring,0.875,0.875,7,1,"{""COMPUTE"": 112, ""MEMORY"": 84, ""DATASET"": 6, ""API_CREDITS"": 54}","{""COMPUTE"": 82, ""MEMORY"": 66, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 30, ""MEMORY"": 18, ""DATASET"": 6, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 191, ""API_CREDITS"": 134, ""DATASET"": 8}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a4,doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 112, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 53}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 2, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2367693741,separable_leontief_relaxation,a5,doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 112, ""MEMORY"": 83, ""DATASET"": 0, ""API_CREDITS"": 53}","{""COMPUTE"": 110, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 50}","{""COMPUTE"": 2, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a0,code_review+doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 120, ""MEMORY"": 101, ""DATASET"": 23, ""API_CREDITS"": 62}","{""COMPUTE"": 118, ""MEMORY"": 96, ""DATASET"": 16, ""API_CREDITS"": 60}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 7, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a1,doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 133, ""MEMORY"": 104, ""DATASET"": 15, ""API_CREDITS"": 64}","{""COMPUTE"": 132, ""MEMORY"": 101, ""DATASET"": 8, ""API_CREDITS"": 62}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 7, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a2,monitoring,0.875,0.875,7,1,"{""COMPUTE"": 60, ""MEMORY"": 68, ""DATASET"": 60, ""API_CREDITS"": 8}","{""COMPUTE"": 56, ""MEMORY"": 63, ""DATASET"": 56, ""API_CREDITS"": 7}","{""COMPUTE"": 4, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a3,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 157, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 72}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 3, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a4,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 156, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 72}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,central_joint_leontief,a5,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 156, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 72}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a0,code_review+doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 120, ""MEMORY"": 101, ""DATASET"": 23, ""API_CREDITS"": 62}","{""COMPUTE"": 118, ""MEMORY"": 96, ""DATASET"": 16, ""API_CREDITS"": 60}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 7, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a1,doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 133, ""MEMORY"": 104, ""DATASET"": 15, ""API_CREDITS"": 64}","{""COMPUTE"": 132, ""MEMORY"": 101, ""DATASET"": 8, ""API_CREDITS"": 62}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 7, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a2,monitoring,0.875,0.875,7,1,"{""COMPUTE"": 60, ""MEMORY"": 68, ""DATASET"": 60, ""API_CREDITS"": 8}","{""COMPUTE"": 56, ""MEMORY"": 63, ""DATASET"": 56, ""API_CREDITS"": 7}","{""COMPUTE"": 4, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a3,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 157, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 73}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 3, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a4,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 156, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 72}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,distributed_price_leontief,a5,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 156, ""MEMORY"": 114, ""DATASET"": 0, ""API_CREDITS"": 72}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a0,code_review+doc_processing+research,0.5,0.5,4,4,"{""COMPUTE"": 109, ""MEMORY"": 91, ""DATASET"": 21, ""API_CREDITS"": 55}","{""COMPUTE"": 108, ""MEMORY"": 88, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a1,doc_processing+research,0.75,0.75,6,2,"{""COMPUTE"": 154, ""MEMORY"": 121, ""DATASET"": 17, ""API_CREDITS"": 74}","{""COMPUTE"": 154, ""MEMORY"": 117, ""DATASET"": 8, ""API_CREDITS"": 72}","{""COMPUTE"": 0, ""MEMORY"": 4, ""DATASET"": 9, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a2,monitoring,0.25,0.25,2,6,"{""COMPUTE"": 21, ""MEMORY"": 23, ""DATASET"": 20, ""API_CREDITS"": 3}","{""COMPUTE"": 16, ""MEMORY"": 18, ""DATASET"": 16, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a3,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 162, ""MEMORY"": 118, ""DATASET"": 0, ""API_CREDITS"": 73}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 8, ""MEMORY"": 6, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a4,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 161, ""MEMORY"": 117, ""DATASET"": 0, ""API_CREDITS"": 73}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 7, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,drf,a5,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 161, ""MEMORY"": 117, ""DATASET"": 0, ""API_CREDITS"": 73}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 7, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a0,code_review+doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 37, ""API_CREDITS"": 69}","{""COMPUTE"": 126, ""MEMORY"": 102, ""DATASET"": 16, ""API_CREDITS"": 64}","{""COMPUTE"": 18, ""MEMORY"": 7, ""DATASET"": 21, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a1,doc_processing+research,0.75,0.75,6,2,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 24, ""API_CREDITS"": 69}","{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 8, ""API_CREDITS"": 67}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 16, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a2,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 37, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 5, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a3,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 0, ""API_CREDITS"": 69}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a4,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 143, ""MEMORY"": 108, ""DATASET"": 0, ""API_CREDITS"": 68}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,equal,a5,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 143, ""MEMORY"": 108, ""DATASET"": 0, ""API_CREDITS"": 68}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a0,code_review+doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 130, ""MEMORY"": 108, ""DATASET"": 21, ""API_CREDITS"": 67}","{""COMPUTE"": 126, ""MEMORY"": 102, ""DATASET"": 16, ""API_CREDITS"": 64}","{""COMPUTE"": 4, ""MEMORY"": 6, ""DATASET"": 5, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a1,doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 138, ""MEMORY"": 108, ""DATASET"": 13, ""API_CREDITS"": 67}","{""COMPUTE"": 132, ""MEMORY"": 101, ""DATASET"": 8, ""API_CREDITS"": 62}","{""COMPUTE"": 6, ""MEMORY"": 7, ""DATASET"": 5, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a2,monitoring,1.0,1.0,8,0,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a3,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 150, ""MEMORY"": 109, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a4,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 150, ""MEMORY"": 109, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,independent_bundle_maxmin,a5,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 150, ""MEMORY"": 109, ""DATASET"": 0, ""API_CREDITS"": 69}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,separable_leontief_relaxation,a0,code_review+doc_processing+research,0.625,0.625,5,3,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 37, ""API_CREDITS"": 69}","{""COMPUTE"": 126, ""MEMORY"": 102, ""DATASET"": 16, ""API_CREDITS"": 64}","{""COMPUTE"": 18, ""MEMORY"": 7, ""DATASET"": 21, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 306, ""MEMORY"": 251, ""API_CREDITS"": 158, ""DATASET"": 40}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,separable_leontief_relaxation,a1,doc_processing+research,0.75,0.75,6,2,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 24, ""API_CREDITS"": 69}","{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 8, ""API_CREDITS"": 67}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 16, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 24}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,separable_leontief_relaxation,a2,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 37, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 5, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,separable_leontief_relaxation,a3,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 144, ""MEMORY"": 109, ""DATASET"": 0, ""API_CREDITS"": 69}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,2379132744,separable_leontief_relaxation,a4,doc_processing,0.75,0.75,6,2,"{""COMPUTE"": 143, ""MEMORY"": 108, ""DATASET"": 0, ""API_CREDITS"": 68}","{""COMPUTE"": 142, ""MEMORY"": 104, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
